Entity	Code	Year	Cantril ladder score	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	"Homicide rate per 100,000 population - Both sexes - All ages"
Singapore	SGP	2019	6.3771	98283.31	5866408	0.20455457
Singapore	SGP	2020	6.3765	94505.63	5909874	0.16920847
Singapore	SGP	2021	6.4802	106032.23	5941063	0.10099207
Slovakia	SVK	2011	5.656836	26210.758	5402686	1.7768961
Slovakia	SVK	2012		26511.27	5409283	1.3865052
Slovakia	SVK	2013		26650.363	5414744	1.4405127
Slovakia	SVK	2014	5.995	27342.627	5419572	1.328519
Slovakia	SVK	2015	6.078	28728.156	5424449	0.8848832
Slovakia	SVK	2016	6.098	29248.885	5431205	1.1047275
Slovakia	SVK	2017	6.1734	30061.55	5439418	1.470746
Slovakia	SVK	2018	6.1976	31229.863	5446746	1.2300924
Slovakia	SVK	2019	6.2806	31973.46	5453932	1.3934921
Slovakia	SVK	2020	6.3309	30867.973	5456681	1.154548
Slovakia	SVK	2021	6.3907	31866.025	5447621	1.0096148
Slovenia	SVN	2011	5.922324	33568.066	2065457	0.7746485
Slovenia	SVN	2012		32613.49	2069365	0.67653966
Slovenia	SVN	2013		32234.025	2072374	0.5790459
Slovenia	SVN	2014	5.848	33093.75	2074923	0.7711152
Slovenia	SVN	2015	5.768	33799.727	2080865	0.96114016
Slovenia	SVN	2016	5.758	34853.043	2090020	0.47846434
Slovenia	SVN	2017	5.9476	36507.555	2098396	0.90545523
Slovenia	SVN	2018	6.1177	37995.715	2105931	0.42736584
Slovenia	SVN	2019	6.3634	39034.234	2112905	0.662596
Slovenia	SVN	2020	6.4607	37098.12	2117648	0.51944596
Slovenia	SVN	2021	6.6301	40036.484	2119408	0.4246466
South Africa	ZAF	2011	5.10052	13721.686	52443320	29.658684
South Africa	ZAF	2012		13864.971	53145036	30.507084
South Africa	ZAF	2013		14017.411	53873608	31.598028
South Africa	ZAF	2014	4.642	13993.2705	54729556	32.5327
South Africa	ZAF	2015	4.459	13887.211	55876504	33.41834
South Africa	ZAF	2016	4.829	13844.276	56422272	33.703003
South Africa	ZAF	2017	4.724	13950.453	56641208	35.903187
South Africa	ZAF	2018	4.7222	13990.314	57339632	36.66225
South Africa	ZAF	2019	4.8141	13852.206	58087060	36.71214
South Africa	ZAF	2020	4.9564	12815.909	58801928	33.964874
South Africa	ZAF	2021	5.1939	13311.926	59392256	41.865726
South Korea	KOR	2011	5.643442	35388.977	49169880	0.8196075
South Korea	KOR	2012		36049.195	49634188	0.8764121
South Korea	KOR	2013		37021.133	50098228	0.7026197
South Korea	KOR	2014	5.984	37967.477	50558044	0.7456776
South Korea	KOR	2015	5.835	38828.742	50994396	0.73537487
South Korea	KOR	2016	5.838	39814.66	51309984	0.6938221
South Korea	KOR	2017	5.8749	40957.418	51511640	0.58433396
South Korea	KOR	2018	5.8947	41965.89	51676900	0.5979461
South Korea	KOR	2019	5.8724	42758.59	51803832	0.5733167
South Korea	KOR	2020	5.8455	42396.76	51844688	0.59408206
South Korea	KOR	2021	5.9351	44232.207	51830136	0.52093244
South Sudan	SSD	2012			10701605	14.053967
Spain	ESP	2011	6.761248	36863.492	46729232	0.8238954
Spain	ESP	2012		35749.51	46756084	0.77850837
Spain	ESP	2013		35363.51	46603460	0.64802057
Spain	ESP	2014	6.329	35964.46	46464548	0.6951536
Spain	ESP	2015	6.361	37373.95	46431344	0.65042275
Spain	ESP	2016	6.403	38476.79	46473320	0.6326211
Spain	ESP	2017	6.3099	39528.926	46584168	0.65902215
Spain	ESP	2018	6.3541	40255.254	46792044	0.61762637
Spain	ESP	2019	6.4009	40760.31	47131372	0.7022923
Spain	ESP	2020	6.4907	35967.89	47363808	0.6291724
Spain	ESP	2021	6.4763	37913.074	47486932	0.6106943
Sri Lanka	LKA	2011	4.25961	10190.35	20859746	3.5091517
Sri Lanka	LKA	2012		11055.634	21017150	3.2164214
Sri Lanka	LKA	2013		11414.167	21131762	2.9292407
Sri Lanka	LKA	2014	4.271	12029.375	21239448	2.6036446
Sri Lanka	LKA	2015	4.415	12420.553	21336692	2.2824526
Sri Lanka	LKA	2016	4.44	12904.854	21425494	2.4736886
Sri Lanka	LKA	2017	4.4706	13584.193	21506816	2.2597492
Sri Lanka	LKA	2018	4.3659	13753.055	21580712	2.3817568
Sri Lanka	LKA	2019	4.327	13639.021	21649664	3.427305
Suriname	SUR	2013		19778.307	563952	5.1423273
Suriname	SUR	2014	6.269	19629.223	569687	5.617169
Suriname	SUR	2015	6.269	18768.795	575478	5.9081626
Suriname	SUR	2016		17662.682	581462	7.051301
Suriname	SUR	2017		17753.06	587566	6.127039
Suriname	SUR	2018		18438.346	593729	6.4003825
Suriname	SUR	2019		18449.2	600305	4.997497
Suriname	SUR	2020		15329.179	607068	9.059985
Suriname	SUR	2021		14766.748	612989	5.7097692
Sweden	SWE	2011	7.379463	48947.438	9467384	0.85556865
Sweden	SWE	2012		48300.844	9555984	0.71159583
Sweden	SWE	2013		48462.16	9648935	0.9016542
Sweden	SWE	2014	7.364	49258.996	9747507	0.89253575
Sweden	SWE	2015	7.291	50928.965	9849344	1.1371311
Sweden	SWE	2016	7.284	51334.434	9953322	1.0649716
Sweden	SWE	2017	7.3145	51947.953	10058191	1.1234626
Sweden	SWE	2018	7.3433	52349.293	10162300	1.0627518
Sweden	SWE	2019	7.3535	52850.57	10267922	1.0810367
Sweden	SWE	2020	7.3627	51331.28	10368968	1.1958759
Sweden	SWE	2021	7.3843	53613.42	10467095	1.0795734
Switzerland	CHE	2011	7.498953	66587.85	7910988	0.5814702
Switzerland	CHE	2012		66661.49	7995738	0.5627998
Switzerland	CHE	2013		67080.37	8088370	0.7047158
Switzerland	CHE	2014	7.587	67824.086	8187792	0.50074553
Switzerland	CHE	2015	7.509	68159.22	8281735	0.6882618
Switzerland	CHE	2016	7.494	68813.64	8372902	0.53744835
Switzerland	CHE	2017	7.4873	69103.57	8451688	0.5324381
Switzerland	CHE	2018	7.4802	70558.56	8514431	0.5872381
Switzerland	CHE	2019	7.5599	70857.086	8575593	0.53640634
Switzerland	CHE	2020	7.5715	68670.24	8638609	0.5440688
Switzerland	CHE	2021	7.5116	71032.84	8691409	0.48323596
Tajikistan	TJK	2011	4.613789	2481.572	7784820	1.6185347
Tajikistan	TJK	2020	5.4662	3651.9421	9543211	0.9116432
Tanzania	TZA	2011	3.800163	2064.7107	46416032	8.938722
Tanzania	TZA	2012		2095.8745	47786136	8.563153
Tanzania	TZA	2013		2171.4421	49253648	7.506044
Tanzania	TZA	2015	3.666	2306.6382	52542824	7.1294227
Tanzania	TZA	2016	3.349	2380.9314	54401804	6.3214817
Tanzania	TZA	2017	3.3035	2458.3428	56267040	5.592973
Tanzania	TZA	2018	3.2307	2510.9663	58090444	4.706454
Tanzania	TZA	2019	3.4762	2577.6658	59872584	4.541311
Tanzania	TZA	2020	3.6232	2551.2063	61704520	3.704753
Thailand	THA	2011	5.80368	14199.279	68712848	4.812783
Tonga	TON	2011		5332.404	107625	1.8585547
Tonga	TON	2012		5381.746	107517	0.93021524
Tonga	TON	2018		6287.882	105167	9.510179
Tonga	TON	2019		6344.3115	104965	0.95283014
Trinidad and Tobago	TTO	2011	6.262625	27062.385	1420021	24.788383
Trinidad and Tobago	TTO	2012		28642.336	1430379	26.566431
Trinidad and Tobago	TTO	2013		29529.576	1440731	28.249578
Trinidad and Tobago	TTO	2014	6.168	30301.936	1450663	27.918308
Trinidad and Tobago	TTO	2015	6.168	29876.98	1460180	28.763645
Trinidad and Tobago	TTO	2016	6.168	27682.445	1469334	31.510971
Trinidad and Tobago	TTO	2017	6.1919	26213.924	1478616	33.477455
Trinidad and Tobago	TTO	2018	6.1919	25534.84	1504707	34.358803
Trinidad and Tobago	TTO	2019	6.1919	25306.617	1519960	35.461575
Trinidad and Tobago	TTO	2020		23391.316	1518142	26.28204
Trinidad and Tobago	TTO	2021		23037.143	1525671	29.364283
Tunisia	TUN	2012		10428.271	11174384	2.9710813
Tunisia	TUN	2019	4.3922	11100.82	12049319	4.738859
Tunisia	TUN	2020	4.5965	10050.046	12161720	4.6210556
Turkey	TUR	2011	5.233999	21716.266	74173856	4.126791
Turkey	TUR	2012		22422.537	75277440	4.2721963
Turkey	TUR	2015	5.389	25594.66	79646176	2.806161
Turkey	TUR	2016	5.5	25996.967	81019400	3.3374724
Turkey	TUR	2017	5.4825	27582.832	82089824	3.0953896
Turkey	TUR	2018	5.3726	28157.979	82809304	2.60961
Turkey	TUR	2019	5.1318	28150.059	83481688	2.4196925
Turkey	TUR	2020	4.9476	28473.205	84135432	2.5054843
Turkey	TUR	2021	4.7442	31466.56	84775408	2.5195987
Turkmenistan	TKM	2011	6.567713	9379.144	5360813	1.8653892
Turkmenistan	TKM	2012		10233.4	5458688	1.4472358
Turkmenistan	TKM	2013		11071.518	5560099	1.5107657
Turkmenistan	TKM	2014	5.548	11989.653	5663159	1.571563
Turkmenistan	TKM	2015	5.658	12540.284	5766427	1.0925301
Turks and Caicos Islands	TCA	2013		23624.287	33620	11.906711
Turks and Caicos Islands	TCA	2014		24661.145	35014	5.716736
Tuvalu	TUV	2011		3512.0325	10719	9.345358
Tuvalu	TUV	2012		3388.5388	10876	18.425537
Tuvalu	TUV	2019		4816.553	10983	0
Uganda	UGA	2011	4.313321	1996.0656	33295738	11.271713
Uganda	UGA	2012		2013.5464	34273296	11.863464
Uganda	UGA	2013		2026.6228	35273568	10.934532
Uganda	UGA	2014	3.931	2067.7954	36336544	12.309923
Uganda	UGA	2016	4.081	2137.2073	38748308	11.566959
Uganda	UGA	2017	4.1608	2128.397	40127096	11.80001
Uganda	UGA	2018	4.1894	2186.9072	41515400	10.832127
Uganda	UGA	2019	4.432	2250.015	42949076	10.985102
Uganda	UGA	2020	4.6365	2240.4902	44404608	10.044002
Uganda	UGA	2021	4.6026	2246.414	45853780	8.531467
Ukraine	UKR	2012		12985.087	45406228	5.144669
Ukraine	UKR	2014	4.681	12385.813	45148072	6.301487
Ukraine	UKR	2017	4.1029	11860.561	44657260	6.160253
Ukraine	UKR	2018	4.3322	12336.927	44446952	4.5042458
Ukraine	UKR	2019	4.5607	12804.955	44211100	4.116614
Ukraine	UKR	2020	4.8748	12407.79	43909664	3.8670301
Ukraine	UKR	2021	5.0841	12943.614	43531424	3.843201
United Arab Emirates	ARE	2011	6.977243	57815.17	8575210	0.59473795
United Arab Emirates	ARE	2012		59949.246	8664976	0.79630977
United Arab Emirates	ARE	2013		62354.824	8751853	0.6512911
United Arab Emirates	ARE	2014	6.901	64334.09	8835957	0.69036144
United Arab Emirates	ARE	2015	6.573	68076.63	8916909	0.67287964
United Arab Emirates	ARE	2019	6.7908	71782.16	9211660	0.6947718
United Arab Emirates	ARE	2020	6.5605	67668.29	9287286	0.6998813
United Arab Emirates	ARE	2021	6.576	69733.8	9365149	0.46982723
United Kingdom	GBR	2011	6.936396	42389.145	63286360	1.0128565
United Kingdom	GBR	2012		42705.15	63808728	0.98262423
United Kingdom	GBR	2013		43192.08	64302296	0.9377581
United Kingdom	GBR	2014	6.867	44247.03	64773504	0.90932244
United Kingdom	GBR	2015	6.725	44948.336	65224368	0.99962646
United Kingdom	GBR	2016	6.714	45574.848	65655204	1.2017326
United Kingdom	GBR	2017	6.8143	46372.387	66064808	1.2245553
United Kingdom	GBR	2018	7.0537	46878.137	66432996	1.1364834
United Kingdom	GBR	2019	7.1645	47362.266	66778660	1.150068
United Kingdom	GBR	2020	7.0636	41984.105	67059472	1.0035868
United States	USA	2011	7.270243	54960.906	313876608	4.6709437
United States	USA	2012		55803.51	316651328	4.6915956
United States	USA	2013		56438.945	319375168	4.483442
United States	USA	2014	7.119	57308.32	322033952	4.398294
United States	USA	2015	7.104	58427.55	324607776	4.892982
United States	USA	2016	6.993	58972.902	327210208	5.3216558
United States	USA	2017	6.886	59914.777	329791232	5.2439237
United States	USA	2018	6.8923	61355.65	332140032	4.929848
United States	USA	2019	6.9396	62478.254	334319680	4.9859467
United States	USA	2020	6.9515	60167.855	335942016	6.420751
United States	USA	2021	6.9768	63669.71	336997632	6.8074665
United States Virgin Islands	VIR	2011			105491	42.66232
United States Virgin Islands	VIR	2012			104780	49.631107
Uruguay	URY	2011	5.898252	20275.441	3361631	5.919734
Uruguay	URY	2012		20933.69	3371134	7.920187
Uruguay	URY	2013		21839.408	3381187	7.689622
Uruguay	URY	2014	6.485	22477.06	3391660	7.901732
Uruguay	URY	2015	6.545	22486.428	3402820	8.610512
Uruguay	URY	2016	6.454	22793.07	3413768	7.8212743
Uruguay	URY	2017	6.3788	23106.998	3422205	8.269533
Uruguay	URY	2018	6.2933	23184.625	3427044	12.284647
Uruguay	URY	2019	6.4401	23256.598	3428412	11.492213
Uruguay	URY	2020	6.4314	21828.64	3429087	9.856853
Uruguay	URY	2021	6.4736	22800.69	3426265	8.901836
Uzbekistan	UZB	2015	5.987	6401.115	30949416	1.6349257
Uzbekistan	UZB	2016	5.971	6663.9497	31453576	2.4067216
Uzbekistan	UZB	2017	6.0961	6840.71	31945680	1.8500153
Uzbekistan	UZB	2018	6.1741	7082.9253	32449578	1.4607278
Uzbekistan	UZB	2019	6.2576	7348.147	32976946	1.2008388
Uzbekistan	UZB	2020	6.1788	7344.22	33526662	1.3392328
Uzbekistan	UZB	2021	6.0627	7734.8325	34081452	1.4054567
Vanuatu	VUT	2019		3070.3508	304414	0.6570205
Vanuatu	VUT	2020		2836.8135	311694	0.32083675
Vatican	VAT	2011		0
Vatican	VAT	2012		0
Vatican	VAT	2013		0
Vatican	VAT	2014		0
Vatican	VAT	2015				0
Vatican	VAT	2019		0
Vatican	VAT	2020		0
Vatican	VAT	2021		0
Venezuela	VEN	2011	6.922258		29096158	48.453133
Venezuela	VEN	2012			29470428	54.53603
Venezuela	VEN	2014	6.81		30193260	63.027313
Venezuela	VEN	2015	6.084		30529722	51.274635
Venezuela	VEN	2016	5.25		30741464	56.623848
Venezuela	VEN	2017	4.8056		30563430	47.982174
Venezuela	VEN	2019	5.0532		28971686	40.984848
Venezuela	VEN	2020	4.8922		28490458	29.4274
Venezuela	VEN	2021	4.9255		28199862	19.305056
Vietnam	VNM	2011	5.425293	6658.667	88349104	1.5370839
World	OWID_WRL	2011		14230.719	7073125376	6.1522136
World	OWID_WRL	2012		14504.989	7161697792	6.177419
World	OWID_WRL	2013		14789.622	7250593280	6.083612
World	OWID_WRL	2014		15112.653	7339013632	6.075776
World	OWID_WRL	2015		15433.18	7426597376	5.9162917
World	OWID_WRL	2016		15750.084	7513474048	5.961374
World	OWID_WRL	2017		16156.354	7599822336	5.930093
World	OWID_WRL	2018		16558.998	7683789824	5.7590094
World	OWID_WRL	2019		16847.46	7764951040	5.555708
World	OWID_WRL	2020		16175.776	7840952832	5.5101085
World	OWID_WRL	2021		16997.135	7909295104	5.791921
Yemen	YEM	2011	4.453632		25475608	5.3973193
Yemen	YEM	2012			26223390	6.1624374
Yemen	YEM	2013			26984008	6.3111467
Zambia	ZMB	2011	4.704553	3146.8445	14265824	6.049427
Zambia	ZMB	2012		3275.9683	14744662	6.002174
Zambia	ZMB	2013		3330.877	15234976	5.6908526
Zambia	ZMB	2014	5.129	3375.9412	15737796	5.242158
Zambia	ZMB	2015	4.795	3365.3792	16248231	5.2498026
Zimbabwe	ZWE	2012		2310.8071	13265331	7.395217
Zimbabwe	ZWE	2018	3.6632	2399.6216	15052191	4.876369
Zimbabwe	ZWE	2019	3.2992	2203.3967	15354606	5.1450353
Zimbabwe	ZWE	2020	3.1448	1990.3195	15669663	4.9777703
Zimbabwe	ZWE	2021	2.9951	2115.1445	15993525	6.139985
